bike_station_location,name,main_category,address,distance_away
"45.5114539,-122.6856399",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,101
"45.5114539,-122.6856399",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,201
"45.5114539,-122.6856399",Starbucks,Coffee Shop,1742 SW 6th Ave,284
"45.5114539,-122.6856399",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,295
"45.5114539,-122.6856399",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,329
"45.5114539,-122.6856399",Love Belizean,Caribbean Restaurant,1503 SW Broadway,338
"45.5114539,-122.6856399",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,387
"45.5114539,-122.6856399",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,525
"45.5114539,-122.6856399",Portland Art Museum,Art Museum,1219 SW Park Ave,554
"45.5114539,-122.6856399",Murata Restaurant,Sushi Restaurant,200 SW Market St,569
"45.5840852,-122.7194481",Chill N Fill,Beer Bar,5215 N Lombard St,315
"45.5840852,-122.7194481",Twilight Room,Dive Bar,5242 N Lombard St,349
"45.5840852,-122.7194481",East Side Delicatessen,Deli,4823 N Lombard St,386
"45.5840852,-122.7194481",Chef Zhao,Chinese Restaurant,4828 N Lombard St,402
"45.5840852,-122.7194481",Darcy's Restaurant & Bar,Bar,4804 N Lombard St,424
"45.5840852,-122.7194481",The Fishwife Restaurant,American Restaurant,5328 N Lombard St,440
"45.5840852,-122.7194481",Papa Murphys Take n Bake,Pizzeria,5336 N Lombard St,469
"45.5840852,-122.7194481",Sundown Pub,Bar,5903 N Lombard St,692
"45.5840852,-122.7194481",Drunken Noodle,Thai Restaurant,5907 N Lombard St,699
"45.5840852,-122.7194481",Starbucks,Coffee Shop,5810 N Lombard St,661
"45.5268753,-122.5377007",Autozone,n/a,550 NE 122nd Ave,25
"45.5268753,-122.5377007",Pig-N-Pancake,Diner,12110 NE Glisan St,148
"45.5268753,-122.5377007",All Star Final Table,Casino,12405 NE Glisan St,205
"45.5268753,-122.5377007",La Isla Bonita,Chinese Restaurant,302 NE 122nd Ave,244
"45.5268753,-122.5377007",Cleary's Restaurant & Spirits,Lounge,12429 NE Glisan St,176
"45.5268753,-122.5377007",KFC,Fast Food Restaurant,12124 NE Glisan St,100
"45.5268753,-122.5377007",Redbox,Video Store,221 NE 122nd Ave,247
"45.5268753,-122.5377007",Little Caesars Pizza,Pizzeria,11940 NE Glisan St,263
"45.5268753,-122.5377007",Cricket Wireless,Mobile Phone Store,29 NE 122nd Ave,428
"45.5268753,-122.5377007",Integrative Chiropractic & Wellness Spa,Chiropractor,12143 NE Halsey St,809
"45.4863971,-122.5889343",Portland Mercado,Mexican Restaurant,7238 SE Foster Rd,28
"45.4863971,-122.5889343",Red Castle Games,Retail,6406 SE Foster Rd,45
"45.4863971,-122.5889343",Que Bacano Sabor Colombiano L,Colombian Restaurant,7238 SE Foster Rd,30
"45.4863971,-122.5889343",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",6710 SE Foster Rd,437
"45.4863971,-122.5889343",Old Gilbert Road Tavern,Bar,5501 SE 72nd Ave,381
"45.4863971,-122.5889343",Off The Griddle,Burger Joint,6526 SE Foster Rd,561
"45.4863971,-122.5889343",Henry Higgins Boiled Bagels,Sandwich Spot,6420 SE Foster Rd,676
"45.4863971,-122.5889343",Bar Carlo,American Restaurant,6433 SE Foster Rd,661
"45.4863971,-122.5889343",Pieper Cafe,Café,6504 SE Foster Rd,615
"45.4863971,-122.5889343",N.W.I.P.A.,Beer Bar,6350 SE Foster Rd,735
"45.5849334,-122.7309533",New Seasons Market,Grocery Store,6300 N Lombard St,26
"45.5849334,-122.7309533",Sundown Pub,Bar,5903 N Lombard St,217
"45.5849334,-122.7309533",Chill N Fill,Beer Bar,5215 N Lombard St,776
"45.5849334,-122.7309533",Twilight Room,Dive Bar,5242 N Lombard St,733
"45.5849334,-122.7309533",The St Johns Beer Porch,Food Truck,7316 N Lombard St,938
"45.5849334,-122.7309533",Captured By Porches Beer Bus,Bar,7316 N Lombard St,941
"45.5849334,-122.7309533",Lombard House,Beer Bar,7337 N Lombard St,975
"45.5445104,-122.5799572",El Burrito Loco,Mexican Restaurant,3126 NE 82nd Ave,128
"45.5445104,-122.5799572",Mekong Bistro,Cambodian Restaurant,8200 NE Siskiyou St,128
"45.5445104,-122.5799572",Subway,Deli,3103 NE 82nd Ave,68
"45.5445104,-122.5799572",The Lumberyard,Bicycle Store,2700 NE 82nd Ave,382
"45.5445104,-122.5799572",Pho Oregon Restaurant,Vietnamese Restaurant,2518 NE 82nd Ave,472
"45.5445104,-122.5799572",Ed's House of Gems,Jewelry Store,7712 NE Sandy Blvd,695
"45.5445104,-122.5799572",Roseway Theater,Movie Theater,7229 NE Sandy Blvd,808
"45.5445104,-122.5799572",Park City Pub,Cocktail Bar,8025 NE Sandy Blvd,832
"45.5445104,-122.5799572",Rose City Liquor Store,Liquor Store,7253 NE Sandy Blvd,799
"45.5445104,-122.5799572",Cameo Cafe,Diner,8111 NE Sandy Blvd,864
"45.5901519,-122.7547835",The Great North,Bagel Shop,7373 N Burlington Ave,28
"45.5901519,-122.7547835",Thai Cottage,Thai Restaurant,8620 N Lombard St,23
"45.5901519,-122.7547835",Homegrown Smoker,BBQ Joint,8638 N Lombard St,50
"45.5901519,-122.7547835",Hoplandia Beer,Beer Bar,8600 N Ivanhoe St,84
"45.5901519,-122.7547835",Affogato,Coffee Shop,8712 N Lombard St,84
"45.5901519,-122.7547835",Stormbreaker Brewing St Johns,Brewery,8409 N Lombard St,138
"45.5901519,-122.7547835",Two Stroke Coffee Co.,Café,8926 N Lombard St,222
"45.5901519,-122.7547835",St Johns Theater & Pub,Movie Theater,8203 N Ivanhoe St,295
"45.5901519,-122.7547835",St Johns Farmers Market,Farmers Market,St Johns Plaza,350
"45.5901519,-122.7547835",The Fixin' To,Lounge,8218 N Lombard St,304
"45.55862047843104,-122.5638759",Jim Dandy Drive-In,Burger Joint,9626 NE Sandy Blvd,49
"45.55862047843104,-122.5638759",Glass House Tavern,Bar,9710 NE Sandy Blvd,104
"45.55862047843104,-122.5638759",Elmer's Restaurant,Diner,10001 NE Sandy Blvd,373
"45.55862047843104,-122.5638759",Escape Bar & Grill,Karaoke Bar,9004 NE Sandy Blvd,561
"45.55862047843104,-122.5638759",Pho Dalat,Vietnamese Restaurant,10232 NE Sandy Blvd,550
"45.55862047843104,-122.5638759",Better Bargains Thrift Store,Vintage and Thrift Store,10209 NE Sandy Blvd,515
"45.55862047843104,-122.5638759",Bill's Steak House & Lounge,Cocktail Bar,10227 NE Sandy Blvd,530
"45.55862047843104,-122.5638759",Neighbor Market,Grocery Store,9061 NE Sandy Blvd,480
"45.55862047843104,-122.5638759",Owens Illinois Glass Plant,Business and Professional Services,9710 NE Glass Plant Rd,533
"45.55862047843104,-122.5638759",Grocery Outlet,Grocery Store,10721 NE Sandy Blvd,921
"45.511907,-122.6294804",Farmhouse Kitchen Thai Cuisine,Thai Restaurant,3354 SE Hawthorne Blvd,20
"45.511907,-122.6294804",Kids At Heart,Toy Store,3445 SE Hawthorne Blvd,88
"45.511907,-122.6294804",Tender Loving Empire,Music Store,3541 SE Hawthorne Blvd,134
"45.511907,-122.6294804","Fried Egg, I'm In Love",Restaurant,3549 SE Hawthorne Blvd,146
"45.511907,-122.6294804",House of Vintage,Antique Store,3315 SE Hawthorne Blvd,106
"45.511907,-122.6294804",The Waffle Window,Fast Food Restaurant,3610 SE Hawthorne Blvd,224
"45.511907,-122.6294804",Tov,Coffee Shop,3207 SE Hawthorne Blvd,240
"45.511907,-122.6294804",Harlow,Burger Joint,3632 SE Hawthorne Blvd,260
"45.511907,-122.6294804",Portland Cider House,Bar,3638 SE Hawthorne Blvd,270
"45.511907,-122.6294804",McMenamins Bagdad Theatre & Pub,Indie Movie Theater,3702 SE Hawthorne Blvd,312
"45.4970894,-122.686551",Starbucks,Coffee Shop,700 SW Campus Dr,105
"45.4970894,-122.686551",OHSU - Skyline Viewpoint,Scenic Lookout,3181 SW Sam Jackson Park Rd,350
"45.4970894,-122.686551",Portland VA ER,Medical Center,3710 SW US Veterans Hospital Rd,228
"45.4970894,-122.686551",Portland VA Medical Center,Hospital,3710 SW US Veterans Hospital Rd,287
"45.4970894,-122.686551",Ohsu South Operating Rooms,Medical Center,3181 SW Sam Jackson Park Rd,291
"45.4970894,-122.686551",Marquam Nature Park,Urban Park,2839 SW Sam Jackson Park Rd,761
"45.4970894,-122.686551",Lair Hill City Park,Playground,3000 SW Barbur Blvd,720
"45.4970894,-122.686551",Duniway Track,Track,Duniway Park,888
"45.4970894,-122.686551",Marquam Trail,Hiking Trail,Terwilliger Blvd,625
"45.4970894,-122.686551",Terwilliger Boulevard Parkway,Monument,Southwest Terwilliger Boulevard,986
"45.51184309,-122.68372",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,106
"45.51184309,-122.68372",Starbucks,Coffee Shop,1742 SW 6th Ave,130
"45.51184309,-122.68372",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,246
"45.51184309,-122.68372",Love Belizean,Caribbean Restaurant,1503 SW Broadway,236
"45.51184309,-122.68372",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,229
"45.51184309,-122.68372",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,237
"45.51184309,-122.68372",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,284
"45.51184309,-122.68372",Murata Restaurant,Sushi Restaurant,200 SW Market St,416
"45.51184309,-122.68372",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,422
"45.51184309,-122.68372",Keller Auditorium,Music Venue,222 SW Clay St,425
"45.5886277,-122.7157775",McCoy Park,Park,9578 N Fiske Ave,24
"45.5886277,-122.7157775",McCoy Community Garden,Landmarks and Outdoors,"Portland, OR 97203",88
"45.5886277,-122.7157775",Rosa Parks Elementary School,Elementary School,8960 N Woolsey Ave,229
"45.5886277,-122.7157775",Rosa Parks School,n/a,N Woolsey,255
"45.5886277,-122.7157775",Chill N Fill,Beer Bar,5215 N Lombard St,892
"45.5886277,-122.7157775",East Side Delicatessen,Deli,4823 N Lombard St,919
"45.5886277,-122.7157775",N Columbia Trail,Hiking Trail,N Columbia Blvd,551
"45.5886277,-122.7157775",University Park,Park,9009 N Foss Ave,553
"45.5886277,-122.7157775",Twilight Room,Dive Bar,5242 N Lombard St,921
"45.5886277,-122.7157775",University Park Seventh-Day Adventist Church,Church,4007 N Alaska St,582
"45.5239729,-122.6932457",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",2057 W Burnside St,75
"45.5239729,-122.6932457",Kells Brew Pub,Bar,210 NW 21st Ave,99
"45.5239729,-122.6932457",Ken's Artisan Bakery,Bakery,338 NW 21st Ave,186
"45.5239729,-122.6932457",RingSide Steakhouse,American Restaurant,2165 W Burnside St,203
"45.5239729,-122.6932457",Mox Boarding House,Cocktail Bar,1938 W Burnside St,219
"45.5239729,-122.6932457",Sterling Coffee Roasters,Bakery,417 NW 21st Ave,238
"45.5239729,-122.6932457",Elephants Delicatessen,Deli,115 NW 22nd Ave,257
"45.5239729,-122.6932457",Trader Joe's,Grocery Store,2122 NW Glisan St,283
"45.5239729,-122.6932457",Pope House Bourbon Lounge,Cocktail Bar,2075 NW Glisan St,282
"45.5239729,-122.6932457",Timbers Army Fanladen,Social Club,1633 SW Alder St,389
"45.5868448,-122.7591351",Cathedral Park,Playground,N Edison St,217
"45.5868448,-122.7591351",Occidental Brewing Company,Bar,6635 N Baltimore Ave,294
"45.5868448,-122.7591351",Hoplandia Beer,Beer Bar,8600 N Ivanhoe St,415
"45.5868448,-122.7591351",The Great North,Bagel Shop,7373 N Burlington Ave,525
"45.5868448,-122.7591351",Homegrown Smoker,BBQ Joint,8638 N Lombard St,495
"45.5868448,-122.7591351",Thai Cottage,Thai Restaurant,8620 N Lombard St,489
"45.5868448,-122.7591351",Affogato,Coffee Shop,8712 N Lombard St,509
"45.5868448,-122.7591351",Two Stroke Coffee Co.,Café,8926 N Lombard St,571
"45.5868448,-122.7591351",Stormbreaker Brewing St Johns,Brewery,8409 N Lombard St,570
"45.5868448,-122.7591351",Starbucks,Coffee Shop,8330 N Ivanhoe St,472
"45.5338491,-122.5470577",Jet Black Coffee Company,Bakery,11150 NE Weidler St,57
"45.5338491,-122.5470577",El Indio,Mexican Restaurant,11114 NE Halsey St,119
"45.5338491,-122.5470577",Mc Gillacuddy's Sports Bar,Karaoke Bar,11133 NE Halsey St,84
"45.5338491,-122.5470577",Lily Market,Grocery Store,11001 NE Halsey St,210
"45.5338491,-122.5470577",Gateway Breakfast House,American Restaurant,11411 NE Halsey St,214
"45.5338491,-122.5470577",Baskin-Robbins,Ice Cream Parlor,11011 NE Halsey St,187
"45.5338491,-122.5470577",Clamity Jae's,Bar,10805 NE Halsey St,309
"45.5338491,-122.5470577",Kings Omelets Restaurant,Diner,10711 NE Halsey St,443
"45.5338491,-122.5470577",Integrative Chiropractic & Wellness Spa,Chiropractor,12143 NE Halsey St,678
"45.5338491,-122.5470577",Siam Grill,Thai Restaurant,10355 NE Halsey St,684
"45.5220396,-122.537573",La Isla Bonita,Chinese Restaurant,302 NE 122nd Ave,293
"45.5220396,-122.537573",Bridge City Taproom,Dining and Drinking,620 SE 122nd Ave,452
"45.5220396,-122.537573",Ventura Park,Playground,SE 115TH Ave,500
"45.5220396,-122.537573",Don Pedro Restaurant,Mexican Restaurant,615 SE 122nd Ave,454
"45.5220396,-122.537573",Multnomah County Library,Library,805 SE 122nd Ave,596
"45.5220396,-122.537573",Ron Tonkin Toyota,Car Dealership,750 SE 122nd Ave,618
"45.5220396,-122.537573",Cleary's Restaurant & Spirits,Lounge,12429 NE Glisan St,549
"45.5220396,-122.537573",All Star Final Table,Casino,12405 NE Glisan St,660
"45.5220396,-122.537573",Providence ElderPlace Glendoveer - Portland,Assisted Living Service,13007 NE Glisan St,803
"45.5220396,-122.537573",Hazelwood Water Tower,Monument,1017 NE 117th Ave,1023
"45.5591179,-122.6535114",Donnie Vegas,Night Club,1203 NE Alberta St,3
"45.5591179,-122.6535114",Radio Room,Bar,1101 NE Alberta St,65
"45.5591179,-122.6535114",The Bye and Bye,Speakeasy,1011 NE Alberta St,135
"45.5591179,-122.6535114",Bamboo Sushi,Sushi Restaurant,1409 NE Alberta St,170
"45.5591179,-122.6535114",Tin Shed Garden Cafe,American Restaurant,1438 NE Alberta St,197
"45.5591179,-122.6535114",Case Study Coffee,Coffee Shop,1422 NE Alberta St,187
"45.5591179,-122.6535114",Alberta Cooperative Gr,Organic Grocery,1500 NE Alberta St,314
"45.5591179,-122.6535114",Gumba,Pizzeria,1477 NE Alberta St,492
"45.5591179,-122.6535114",Les Caves: A Winery Bar,Wine Bar,1719 NE Alberta St,500
"45.5591179,-122.6535114",Portland Farmers Market,Farmers Market,N McClellan St,479
"45.5510308,-122.5814223",Multnomah County Library,Library,7921 NE Sandy Blvd,61
"45.5510308,-122.5814223",Park City Pub,Cocktail Bar,8025 NE Sandy Blvd,144
"45.5510308,-122.5814223",Cameo Cafe,Diner,8111 NE Sandy Blvd,206
"45.5510308,-122.5814223",Ed's House of Gems,Jewelry Store,7712 NE Sandy Blvd,160
"45.5510308,-122.5814223",Namaste Indian Cuisine - Sandy Blvd,Buffet,8303 NE Sandy Blvd,399
"45.5510308,-122.5814223",7-Eleven,Convenience Store,8215 NE Sandy Blvd,329
"45.5510308,-122.5814223",Pizza Hut,Pizzeria,8217 NE Sandy Blvd,337
"45.5510308,-122.5814223",Roseway Theater,Movie Theater,7229 NE Sandy Blvd,604
"45.5510308,-122.5814223",Rose City Liquor Store,Liquor Store,7253 NE Sandy Blvd,575
"45.5510308,-122.5814223",Annie's Donut Shop,Donut Shop,3449 NE 72nd Ave,688
"45.5257231,-122.6854375",10 Barrel Brewing Portland,Bar,1411 NW Flanders St,20
"45.5257231,-122.6854375",Khao San,Thai Restaurant,1435 NW Flanders St,51
"45.5257231,-122.6854375",Mediterranean Exploration Company,Mediterranean Restaurant,333 NW 13th Ave,82
"45.5257231,-122.6854375",Andina Restaurant,Peruvian Restaurant,1314 NW Glisan St,103
"45.5257231,-122.6854375",Barista,Café,539 NW 13th Ave,160
"45.5257231,-122.6854375",Oblation Papers & Press,Retail,516 NW 12th Ave,212
"45.5257231,-122.6854375",Fuego Burritos,Burrito Restaurant,NW 12TH Ave,232
"45.5257231,-122.6854375",The Star,Bar,1309 NW Hoyt St,195
"45.5257231,-122.6854375",Break Bread,Deli,1106 NW Hoyt St,279
"45.5257231,-122.6854375",Deschutes Brewery Portland Public House,Bar,210 NW 11th Ave,299
"45.52556242,-122.6892561",Khao San,Thai Restaurant,1435 NW Flanders St,250
"45.52556242,-122.6892561",10 Barrel Brewing Portland,Bar,1411 NW Flanders St,296
"45.52556242,-122.6892561",Mox Boarding House,Cocktail Bar,1938 W Burnside St,319
"45.52556242,-122.6892561",Timbers Army Fanladen,Social Club,1633 SW Alder St,336
"45.52556242,-122.6892561",Mediterranean Exploration Company,Mediterranean Restaurant,333 NW 13th Ave,375
"45.52556242,-122.6892561",Andina Restaurant,Peruvian Restaurant,1314 NW Glisan St,373
"45.52556242,-122.6892561",Ken's Artisan Bakery,Bakery,338 NW 21st Ave,395
"45.52556242,-122.6892561",Sterling Coffee Roasters,Bakery,417 NW 21st Ave,399
"45.52556242,-122.6892561",Barista,Café,539 NW 13th Ave,411
"45.52556242,-122.6892561",Pope House Bourbon Lounge,Cocktail Bar,2075 NW Glisan St,388
"45.5625479,-122.6848349",The Stacks Coffeehouse,Coffee Shop,1831 N Killingsworth St,113
"45.5625479,-122.6848349",Gonzalez Taqueria,Fast Food Restaurant,1540 N Killingsworth St,141
"45.5625479,-122.6848349",Backyard Social,Beer Garden,1914 N Killingsworth St,154
"45.5625479,-122.6848349",Atomic Pizza,Pizzeria,2150 N Killingsworth St,187
"45.5625479,-122.6848349",The Old Gold,Whisky Bar,2105 N Killingsworth St,334
"45.5625479,-122.6848349",Spitz,Beer Bar,2103 N Killingsworth St,331
"45.5625479,-122.6848349",Up North Surf Club,Beer Bar,1229 N Killingsworth St,383
"45.5625479,-122.6848349",NoPo Paws,Pet Service,2148 N Killingsworth St,378
"45.5625479,-122.6848349",Saraveza,Wine Bar,1004 N Killingsworth St,596
"45.5625479,-122.6848349",E'Njoni Cafe,Buffet,910 N Killingsworth St,666
"45.52871176,-122.674166",Lan Su Chinese Garden,Chinese Restaurant,239 NW Everett St,381
"45.52871176,-122.674166",Wilfs Restaurant & Bar,New American Restaurant,800 NW 6th Ave,178
"45.52871176,-122.674166",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,534
"45.52871176,-122.674166",Widmer Brothers Brewing,Brewery,1 N Center Court St,392
"45.52871176,-122.674166",Yama Sushi & Sake Bar,Sushi Restaurant,926 NW 10th Ave,574
"45.52871176,-122.674166",Pho Van Fresh,Vietnamese Restaurant,1012 NW Glisan St,613
"45.52871176,-122.674166",Jamison Square,Urban Park,810 NW 11th Ave,599
"45.52871176,-122.674166",Cool Moon Ice Cream,Burger Joint,1105 NW Johnson St,633
"45.52871176,-122.674166",Break Bread,Deli,1106 NW Hoyt St,669
"45.52871176,-122.674166",Moda Center,Stadium,1 N Center Court St,659
"45.5264482,-122.583548",Bui Natural Tofu,Chinese Restaurant,520 NE 76th Ave,89
"45.5264482,-122.583548",East Glisan Pizza Lounge,Lounge,8001 NE Glisan St,174
"45.5264482,-122.583548",Fressen Artisan Bakery,Bakery,7075 NE Glisan St,510
"45.5264482,-122.583548",Hungry Heart PDX,Bakery,414 SE 80th Ave,795
"45.5264482,-122.583548",Redwood,Cocktail Bar,7915 SE Stark St,811
"45.5264482,-122.583548",Academy Theatre,Indie Movie Theater,7818 SE Stark St,827
"45.5264482,-122.583548",Montavilla Farmers Market,Farmers Market,7700 SE Stark St,827
"45.5264482,-122.583548",The Observatory,Lounge,8115 SE Stark St,833
"45.5264482,-122.583548",Ya Hala Lebanese Cuisine,Lebanese Restaurant,8005 SE Stark St,819
"45.5264482,-122.583548",Roscoe's,Beer Bar,8105 SE Stark St,838
"45.50509011,-122.57900777",New Kings Bakery,Bakery,2346 SE 82nd Ave,78
"45.50509011,-122.57900777",Mojo Crepes,Ice Cream Parlor,8409 SE Division St,198
"45.50509011,-122.57900777",Master Kong,Chinese Restaurant,8435 SE Division St,246
"45.50509011,-122.57900777",Thai Fresh,Thai Restaurant,8409 SE Division St,213
"45.50509011,-122.57900777",Pho Kim,Soup Spot,2204 SE 82nd Ave,223
"45.50509011,-122.57900777",My Brother's Crawfish,Cajun and Creole Restaurant,8220 SE Harrison St,347
"45.50509011,-122.57900777",Beijing Hot Pot,Chinese Restaurant,2768 SE 82nd Ave,312
"45.50509011,-122.57900777",So Kong Dong Tofu & BBQ,BBQ Joint,2850 SE 82nd Ave,426
"45.50509011,-122.57900777",Pho Van Restaurant,Vietnamese Restaurant,1919 SE 82nd Ave,467
"45.50509011,-122.57900777",Pure Spice Restaurant,Cantonese Restaurant,2446 SE 87th Ave,399
"45.5935627,-122.7354239",7-Eleven,Convenience Store,6840 N Fessenden St,135
"45.5935627,-122.7354239",All Stop Pipes & Tobacco,Retail,6835 N Fessenden St,181
"45.5935627,-122.7354239",City Food Market,Grocery Store,7240 N Fessenden St,199
"45.5935627,-122.7354239",George Park,Park,10000 N Burr Ave,226
"45.5935627,-122.7354239",St Johns All Nations Cogic,Church,9486 N Buchanan Ave,383
"45.5935627,-122.7354239",Grace Christian Fellowship,Church,7325 N Bank St,472
"45.5935627,-122.7354239",The St Johns Beer Porch,Food Truck,7316 N Lombard St,842
"45.5935627,-122.7354239",Captured By Porches Beer Bus,Bar,7316 N Lombard St,846
"45.5935627,-122.7354239",Lombard House,Beer Bar,7337 N Lombard St,832
"45.5935627,-122.7354239",Big Kahuna's BBQ & Catering,BBQ Joint,7123 N Lombard St,767
"45.5190613,-122.5584874",Sayler's Old Country Kitchen,American Restaurant,10519 SE Stark St,243
"45.5190613,-122.5584874",Red Robin Gourmet Burgers,Burger Joint,9880 SE Washington St,195
"45.5190613,-122.5584874",Elmer's Restaurant,Diner,9660 SE Stark St,402
"45.5190613,-122.5584874",Verizon Wireless,Mobile Phone Store,9740 SE Washington St,350
"45.5190613,-122.5584874",Coffee's On,Coffee Shop,9738 SE Washington St,410
"45.5190613,-122.5584874",East Portland Community Center,Community Center,740 SE 106th Ave,497
"45.5190613,-122.5584874",Starbucks,Coffee Shop,9800 SE Washington St,447
"45.5190613,-122.5584874",Russellville Park,Assisted Living Service,20 SE 103rd Ave,331
"45.5190613,-122.5584874",T-Mobile,Mobile Phone Store,1018 SE 96th Ave,530
"45.5190613,-122.5584874",Oregon's Best Meds,Cannabis Store,10128 E Burnside St,357
"45.5337829,-122.5788583",Emergency Dental,Dentist,8401 NE Halsey St,220
"45.5337829,-122.5788583",Wok Shop Kitchen,Cantonese Restaurant,2120 NE 82nd Ave,424
"45.5337829,-122.5788583",Glenhaven Dog Park,Dog Park,8000 NE Tillamook St,287
"45.5337829,-122.5788583",New Happy Fortune Chinese Restaurant,Chinese Restaurant,2145 NE 82nd Ave,482
"45.5337829,-122.5788583",Infinity Countertops aka Infinity Stone,General Contractor,7805 NE Halsey St,305
"45.5337829,-122.5788583",Don Pedro,Mexican Restaurant,1024 NE 82nd Ave,357
"45.5337829,-122.5788583",Pho Oregon Restaurant,Vietnamese Restaurant,2518 NE 82nd Ave,729
"45.5337829,-122.5788583",Plaid Pantries,Retail,2116 NE 82nd Ave,408
"45.5337829,-122.5788583",Portland Closeout,Department Store,2107 NE 82nd Ave,420
"45.5337829,-122.5788583",East Glisan Pizza Lounge,Lounge,8001 NE Glisan St,823
"45.5446211,-122.667667",Dawson Park,Playground,North Stanton Street and Williams,49
"45.5446211,-122.667667",The People's Pig,BBQ Joint,3217 N Williams Ave,207
"45.5446211,-122.667667",New Seasons Market,Grocery Store,3445 N Williams Ave,376
"45.5446211,-122.667667",Ex Novo Brewing,Bar,2326 N Flint Ave,512
"45.5446211,-122.667667",Life of Pie Pizza,Pizzeria,3632 N Williams Ave,543
"45.5446211,-122.667667",Popeye's Louisiana Kitchen,Fast Food Restaurant,3120 NE M L King Blvd,510
"45.5446211,-122.667667",Wonder Ballroom,Concert Hall,128 NE Russell St,538
"45.5446211,-122.667667",Metropolis Cycle Repair,Bicycle Store,2249 N Williams Ave,593
"45.5446211,-122.667667",Ecliptic Brewing,Bar,825 N Cook St,650
"45.5446211,-122.667667",Eem,Cocktail Bar,3808 N Williams Ave,680
"45.53344,-122.55386",Kings Omelets Restaurant,Diner,10711 NE Halsey St,90
"45.53344,-122.55386",Siam Grill,Thai Restaurant,10355 NE Halsey St,167
"45.53344,-122.55386",Bradford's Sports Lounge,Lounge,10346 NE Halsey St,164
"45.53344,-122.55386",Clamity Jae's,Bar,10805 NE Halsey St,222
"45.53344,-122.55386",Lily Market,Grocery Store,11001 NE Halsey St,320
"45.53344,-122.55386",El Indio,Mexican Restaurant,11114 NE Halsey St,423
"45.53344,-122.55386",Baskin-Robbins,Ice Cream Parlor,11011 NE Halsey St,343
"45.53344,-122.55386",GNC,Health Food Store,1307 NE 102nd Ave,401
"45.53344,-122.55386",Muchas Gracias Mexican Food,Mexican Restaurant,1307 NE 102nd Ave,427
"45.53344,-122.55386",Mc Gillacuddy's Sports Bar,Karaoke Bar,11133 NE Halsey St,448
"45.569917,-122.6744197",Peninsula Park and Rose Gardens,Playground,700 N Rosa Parks Way,320
"45.569917,-122.6744197",Peninsula Park,Playground,700 N Rosa Parks Way,74
"45.569917,-122.6744197",New Seasons Market,Grocery Store,6400 N Interstate Ave,584
"45.569917,-122.6744197",The Arbor Lodge,Coffee Shop,1507 N Rosa Parks Way,625
"45.569917,-122.6744197",Tulip Shop Tavern,Cocktail Bar,825 N Killingsworth St,798
"45.569917,-122.6744197",Saraveza,Wine Bar,1004 N Killingsworth St,842
"45.569917,-122.6744197",E'Njoni Cafe,Buffet,910 N Killingsworth St,823
"45.569917,-122.6744197",Nite Hawk Cafe & Lounge,Cocktail Bar,6423 N Interstate Ave,633
"45.569917,-122.6744197",Taqueria Los Gorditos,Latin American Restaurant,902 N Killingsworth St,826
"45.569917,-122.6744197",Mi Burrito,Fast Food Restaurant,819 N Lombard St,826
"45.5628283,-122.6093459",Plaid Pantry,Convenience Store,W Killingsworth,176
"45.5628283,-122.6093459",Kʰunamokwst Park,Park,5200 NE Alberta St,479
"45.5628283,-122.6093459",Trinity Lutheran Church & School,Church,5520 NE Killingsworth St,242
"45.5628283,-122.6093459",Railside Pub,Dive Bar,5301 NE Lombard St,648
"45.5628283,-122.6093459",We Gather Together Preschool,Education,4907 NE Ainsworth St,464
"45.5628283,-122.6093459",Providence ElderPlace - Cully,Assisted Living Service,5119 NE 57th Ave,501
"45.5628283,-122.6093459",Hostess House Bed & Breakfast,Bed and Breakfast,5758 NE Emerson St,502
"45.5628283,-122.6093459",Angel Food & Fun,Mexican Restaurant,5135 NE 60th Ave,727
"45.5628283,-122.6093459",Starbucks,Coffee Shop,6020 NE Columbia Blvd,940
"45.5628283,-122.6093459",Pizza Jerk,Pizzeria,5028 NE 42nd Ave,939
"45.5092949,-122.6846036",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,55
"45.5092949,-122.6846036",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,157
"45.5092949,-122.6846036",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,328
"45.5092949,-122.6846036",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,374
"45.5092949,-122.6846036",Starbucks,Coffee Shop,1742 SW 6th Ave,355
